Year,State,Arbovirus,Species,COUNT
2021,MA,WNV,Culex salinarius,14
2021,MA,WNV,Culex sp.,1
2021,MA,WNV,Culiseta melanura,6
2021,MA,WNV,Psorophora ferox,1
2021,NH,WNV,Culex pipiens,2
2021,NH,WNV,Culex pipiens-restuans (Mixed),2
2021,NH,WNV,Culiseta melanura,2
2021,RI,WNV,Coquillettidia perturbans,2
2021,RI,WNV,Culex sp.,3
2021,RI,WNV,Culiseta melanura,1
